Id,Code,Color,EUNIS1,EUNIS2,EUNIS3,EUNIS1_name,EUNIS2_name,EUNIS3_name,hexcolor,Label
297,8502,"(238, 127, 0)",U,U5,U52,Inland habitats with no or little soil and mostly with sparse vegetation,Miscellaneous inland habitats usually with very sparse or no vegetation ,Polar desert,#ee7f00,U52 - Polar desert
298,8505,"(0, 0, 0)",U,U5,U55,Inland habitats with no or little soil and mostly with sparse vegetation,Miscellaneous inland habitats usually with very sparse or no vegetation ,Burnt areas with very sparse or no vegetation,#000000,U55 - Burnt areas with very sparse or no vegetation
299,8600,"(247, 176, 9)",U,U6,,Inland habitats with no or little soil and mostly with sparse vegetation,Recent volcanic features ,,#f7b009,U6 - Recent volcanic features 
300,8601,"(247, 176, 9)",U,U6,U61,Inland habitats with no or little soil and mostly with sparse vegetation,Recent volcanic features ,Subarctic volcanic field ,#f7b009,U61 - Subarctic volcanic field 
301,8602,"(247, 176, 9)",U,U6,U62,Inland habitats with no or little soil and mostly with sparse vegetation,Recent volcanic features ,"Mediterranean, Macaronesian and temperate volcanic field",#f7b009,"U62 - Mediterranean, Macaronesian and temperate volcanic field"
302,8700,"(255, 223, 18)",U,U7,,Inland habitats with no or little soil and mostly with sparse vegetation,Unvegetated or sparsely vegetated shores with mobile sediments,,#ffdf12,U7 - Unvegetated or sparsely vegetated shores with mobile sediments
303,8701,"(255, 223, 18)",U,U7,U71,Inland habitats with no or little soil and mostly with sparse vegetation,Unvegetated or sparsely vegetated shores with mobile sediments,Unvegetated or sparsely vegetated shore with mobile sediments in montane and alpine regions,#ffdf12,U71 - Unvegetated or sparsely vegetated shore with mobile sediments in montane and alpine regions
304,8702,"(255, 223, 18)",U,U7,U72,Inland habitats with no or little soil and mostly with sparse vegetation,Unvegetated or sparsely vegetated shores with mobile sediments,Unvegetated or sparsely vegetated shore with mobile sediments in the Mediterranean region,#ffdf12,U72 - Unvegetated or sparsely vegetated shore with mobile sediments in the Mediterranean region
305,9000,"(255, 255, 85)",V,,,Vegetated man-made habitats,,,#ffff55,V - Vegetated man-made habitats
306,9100,"(255, 255, 85)",V,V1,,Vegetated man-made habitats,Arable land and market gardens,,#ffff55,V1 - Arable land and market gardens
307,9101,"(255, 255, 85)",V,V1,V11,Vegetated man-made habitats,Arable land and market gardens,Intensive unmixed crops,#ffff55,V11 - Intensive unmixed crops
308,9102,"(255, 255, 85)",V,V1,V12,Vegetated man-made habitats,Arable land and market gardens,Mixed crops of market gardens and horticulture,#ffff55,V12 - Mixed crops of market gardens and horticulture
309,9103,"(255, 255, 85)",V,V1,V13,Vegetated man-made habitats,Arable land and market gardens,Arable land with unmixed crops grown by low-intensity agricultural methods,#ffff55,V13 - Arable land with unmixed crops grown by low-intensity agricultural methods
310,9104,"(255, 255, 85)",V,V1,V14,Vegetated man-made habitats,Arable land and market gardens,"Inundated or inundatable cropland, including rice fields",#ffff55,"V14 - Inundated or inundatable cropland, including rice fields"
311,9105,"(255, 255, 85)",V,V1,V15,Vegetated man-made habitats,Arable land and market gardens,"Bare tilled, fallow or recently abandoned arable land",#ffff55,"V15 - Bare tilled, fallow or recently abandoned arable land"
312,9200,"(255, 250, 85)",V,V2,,Vegetated man-made habitats,Cultivated areas of gardens and parks,,#fffa55,V2 - Cultivated areas of gardens and parks
313,9201,"(255, 250, 85)",V,V2,V21,Vegetated man-made habitats,Cultivated areas of gardens and parks,Large-scale ornamental garden area,#fffa55,V21 - Large-scale ornamental garden area
314,9202,"(255, 250, 85)",V,V2,V22,Vegetated man-made habitats,Cultivated areas of gardens and parks,Small-scale ornamental and domestic garden area,#fffa55,V22 - Small-scale ornamental and domestic garden area
315,9300,"(69, 162, 12)",V,V3,,Vegetated man-made habitats,Artificial grasslands and herb-dominated habitats,,#45a20c,V3 - Artificial grasslands and herb-dominated habitats
316,9301,"(69, 162, 12)",V,V3,V31,Vegetated man-made habitats,Artificial grasslands and herb-dominated habitats,"Agriculturally-improved, re-seeded and heavily fertilised grassland, including sports fields and grass lawns",#45a20c,"V31 - Agriculturally-improved, re-seeded and heavily fertilised grassland, including sports fields and grass lawns"
317,9302,"(69, 162, 12)",V,V3,V32,Vegetated man-made habitats,Artificial grasslands and herb-dominated habitats,Mediterranean subnitrophilous annual grasslands,#45a20c,V32 - Mediterranean subnitrophilous annual grasslands
318,9303,"(69, 162, 12)",V,V3,V33,Vegetated man-made habitats,Artificial grasslands and herb-dominated habitats,Dry mediterranean lands with unpalatable non-vernal herbaceous vegetation,#45a20c,V33 - Dry mediterranean lands with unpalatable non-vernal herbaceous vegetation
319,9304,"(69, 162, 12)",V,V3,V34,Vegetated man-made habitats,Artificial grasslands and herb-dominated habitats,Trampled xeric grassland with annuals,#45a20c,V34 - Trampled xeric grassland with annuals
320,9305,"(69, 162, 12)",V,V3,V35,Vegetated man-made habitats,Artificial grasslands and herb-dominated habitats,Trampled mesophilous grassland with annuals,#45a20c,V35 - Trampled mesophilous grassland with annuals
321,9307,"(69, 162, 12)",V,V3,V37,Vegetated man-made habitats,Artificial grasslands and herb-dominated habitats,Annual anthropogenic herbaceous vegetation,#45a20c,V37 - Annual anthropogenic herbaceous vegetation
322,9308,"(69, 162, 12)",V,V3,V38,Vegetated man-made habitats,Artificial grasslands and herb-dominated habitats,Dry perennial anthropogenic herbaceous vegetation,#45a20c,V38 - Dry perennial anthropogenic herbaceous vegetation
323,9309,"(69, 162, 12)",V,V3,V39,Vegetated man-made habitats,Artificial grasslands and herb-dominated habitats,Mesic perennial anthropogenic herbaceous vegetation,#45a20c,V39 - Mesic perennial anthropogenic herbaceous vegetation
324,9400,"(123,53,20)",V,V4,,Vegetated man-made habitats,Hedgerows,,#7b3514,V4 - Hedgerows
325,9500,"(242, 166, 77)",V,V5,,Vegetated man-made habitats,Shrub plantations,,#f2a64d,V5 - Shrub plantations
326,9503,"(242, 166, 77)",V,V5,V53,Vegetated man-made habitats,Shrub plantations,"Shrub plantations for ornamental purposes or for fruit, other than vineyards",#f2a64d,"V53 - Shrub plantations for ornamental purposes or for fruit, other than vineyards"
327,9504,"(242, 166, 77)",V,V5,V54,Vegetated man-made habitats,Shrub plantations,Vineyards,#f2a64d,V54 - Vineyards
328,9600,"(214, 154, 64)",V,V6,,Vegetated man-made habitats,Tree dominated man-made habitats,,#d69a40,V6 - Tree dominated man-made habitats
329,9601,"(214, 154, 64)",V,V6,V61,Vegetated man-made habitats,Tree dominated man-made habitats,Broadleaved fruit and nut tree orchards,#d69a40,V61 - Broadleaved fruit and nut tree orchards
330,9602,"(214, 154, 64)",V,V6,V62,Vegetated man-made habitats,Tree dominated man-made habitats,Evergreen orchards and groves,#d69a40,V62 - Evergreen orchards and groves
331,9603,"(214, 154, 64)",V,V6,V63,Vegetated man-made habitats,Tree dominated man-made habitats,Lines of planted trees,#d69a40,V63 - Lines of planted trees
332,9604,"(214, 154, 64)",V,V6,V64,Vegetated man-made habitats,Tree dominated man-made habitats,Small deciduous broadleaved planted other wooded land,#d69a40,V64 - Small deciduous broadleaved planted other wooded land
333,9605,"(214, 154, 64)",V,V6,V65,Vegetated man-made habitats,Tree dominated man-made habitats,Small evergreen broadleaved planted other wooded land,#d69a40,V65 - Small evergreen broadleaved planted other wooded land
334,9606,"(214, 154, 64)",V,V6,V66,Vegetated man-made habitats,Tree dominated man-made habitats,Small coniferous planted other wooded land,#d69a40,V66 - Small coniferous planted other wooded land
335,65535,"(255, 255, 255)",NODATA,,,,,,#ffffff,NODATA
